,Scoring,Start,Start_Frame,Stop,Stop_Frame,Subject,Behaviour,Value,trial_start,latency
2825,RadialMaze_2023-02-09_ARe_Mailo_S1,619.15,37149,,,Mailo,arm_visited,arm_4,545.45,73.7
2826,RadialMaze_2023-02-09_ARe_Mailo_S1,620.7,37242,,,Mailo,visited_bucket,bucket_visited,545.45,75.25
2827,RadialMaze_2023-02-09_ARe_Mailo_S1,726.1666667,43570,804.2833333,48257,Mailo,trial,3,726.1666667,0
2828,RadialMaze_2023-02-09_ARe_Mailo_S1,737.1,44226,,,Mailo,forced_choice ,arm_5,726.1666667,10.93333333
2829,RadialMaze_2023-02-09_ARe_Mailo_S1,743.7166667,44623,,,Mailo,forced_choice ,arm_3,726.1666667,17.55
2830,RadialMaze_2023-02-09_ARe_Mailo_S1,750.7333333,45044,,,Mailo,Unleashed,unleashed,726.1666667,24.56666667
2831,RadialMaze_2023-02-09_ARe_Mailo_S1,753.8333333,45230,,,Mailo,arm_visited,arm_6,726.1666667,27.66666667
2832,RadialMaze_2023-02-09_ARe_Mailo_S1,755.8,45348,,,Mailo,visited_bucket,bucket_visited,726.1666667,29.63333333
2833,RadialMaze_2023-02-09_ARe_Mailo_S1,760.0166667,45601,,,Mailo,arm_visited,arm_3,726.1666667,33.85
2834,RadialMaze_2023-02-09_ARe_Mailo_S1,761.2,45672,,,Mailo,visited_bucket,bucket_visited,726.1666667,35.03333333
2835,RadialMaze_2023-02-09_ARe_Mailo_S1,765.7833333,45947,,,Mailo,arm_visited,arm_2,726.1666667,39.61666667
2836,RadialMaze_2023-02-09_ARe_Mailo_S1,767.1333333,46028,,,Mailo,visited_bucket,bucket_visited,726.1666667,40.96666667
2837,RadialMaze_2023-02-09_ARe_Mailo_S1,773.7166667,46423,,,Mailo,arm_visited,arm_1,726.1666667,47.55
2838,RadialMaze_2023-02-09_ARe_Mailo_S1,775.35,46521,,,Mailo,visited_bucket,bucket_visited,726.1666667,49.18333333
2839,RadialMaze_2023-02-09_ARe_Mailo_S1,786.7666667,47206,,,Mailo,arm_visited,arm_8,726.1666667,60.6
2840,RadialMaze_2023-02-09_ARe_Mailo_S1,788.3333333,47300,,,Mailo,visited_bucket,bucket_visited,726.1666667,62.16666667
2841,RadialMaze_2023-02-09_ARe_Mailo_S1,794.3333333,47660,,,Mailo,arm_visited,arm_7,726.1666667,68.16666667
2842,RadialMaze_2023-02-09_ARe_Mailo_S1,796,47760,,,Mailo,visited_bucket,bucket_visited,726.1666667,69.83333333
2843,RadialMaze_2023-02-09_ARe_Mailo_S1,802.2666667,48136,,,Mailo,arm_visited,arm_6,726.1666667,76.1
2844,RadialMaze_2023-02-09_ARe_Mailo_S1,803.7833333,48227,,,Mailo,visited_bucket,bucket_visited,726.1666667,77.61666667
2845,RadialMaze_2023-02-09_ARe_Mailo_S1,887.1166667,53227,952.05,57123,Mailo,trial,4,887.1166667,0
2846,RadialMaze_2023-02-09_ARe_Mailo_S1,892.5666667,53554,,,Mailo,Unleashed,unleashed,887.1166667,5.45
2847,RadialMaze_2023-02-09_ARe_Mailo_S1,893.5333333,53612,,,Mailo,arm_visited,arm_5,887.1166667,6.416666667
2848,RadialMaze_2023-02-09_ARe_Mailo_S1,894.6166667,53677,,,Mailo,visited_bucket,bucket_visited,887.1166667,7.5
2849,RadialMaze_2023-02-09_ARe_Mailo_S1,898.1833333,53891,,,Mailo,arm_visited,arm_3,887.1166667,11.06666667
2850,RadialMaze_2023-02-09_ARe_Mailo_S1,899.2333333,53954,,,Mailo,visited_bucket,bucket_visited,887.1166667,12.11666667
2851,RadialMaze_2023-02-09_ARe_Mailo_S1,903.4666667,54208,,,Mailo,arm_visited,arm_2,887.1166667,16.35
2852,RadialMaze_2023-02-09_ARe_Mailo_S1,904.2666667,54256,,,Mailo,visited_bucket,bucket_visited,887.1166667,17.15
2853,RadialMaze_2023-02-09_ARe_Mailo_S1,911.2333333,54674,,,Mailo,arm_visited,arm_1,887.1166667,24.11666667
2854,RadialMaze_2023-02-09_ARe_Mailo_S1,912.7833333,54767,,,Mailo,visited_bucket,bucket_visited,887.1166667,25.66666667
2855,RadialMaze_2023-02-09_ARe_Mailo_S1,918.7166667,55123,,,Mailo,arm_visited,arm_8,887.1166667,31.6
2856,RadialMaze_2023-02-09_ARe_Mailo_S1,919.5666667,55174,,,Mailo,visited_bucket,bucket_visited,887.1166667,32.45
2857,RadialMaze_2023-02-09_ARe_Mailo_S1,925.8166667,55549,,,Mailo,arm_visited,arm_7,887.1166667,38.7
2858,RadialMaze_2023-02-09_ARe_Mailo_S1,927.1666667,55630,,,Mailo,visited_bucket,bucket_visited,887.1166667,40.05
2859,RadialMaze_2023-02-09_ARe_Mailo_S1,931.3166667,55879,,,Mailo,arm_visited,arm_6,887.1166667,44.2
2860,RadialMaze_2023-02-09_ARe_Mailo_S1,933.6833333,56021,,,Mailo,visited_bucket,bucket_visited,887.1166667,46.56666667
2861,RadialMaze_2023-02-09_ARe_Mailo_S1,943.4833333,56609,,,Mailo,arm_visited,arm_5,887.1166667,56.36666667
2862,RadialMaze_2023-02-09_ARe_Mailo_S1,945.1666667,56710,,,Mailo,visited_bucket,bucket_visited,887.1166667,58.05
2863,RadialMaze_2023-02-09_ARe_Mailo_S1,949.3,56958,,,Mailo,arm_visited,arm_3,887.1166667,62.18333333
2864,RadialMaze_2023-02-09_ARe_Mailo_S1,950.8,57048,,,Mailo,visited_bucket,bucket_visited,887.1166667,63.68333333
2865,RadialMaze_2023-02-09_ARe_Mailo_S1,1021.55,61293,1085.533333,65132,Mailo,trial,5,1021.55,0
2866,RadialMaze_2023-02-09_ARe_Mailo_S1,1029.35,61761,,,Mailo,Unleashed,unleashed,1021.55,7.8
2867,RadialMaze_2023-02-09_ARe_Mailo_S1,1031.45,61887,,,Mailo,arm_visited,arm_1,1021.55,9.9
2868,RadialMaze_2023-02-09_ARe_Mailo_S1,1032.866667,61972,,,Mailo,visited_bucket,bucket_visited,1021.55,11.31666667
2869,RadialMaze_2023-02-09_ARe_Mailo_S1,1037.533333,62252,,,Mailo,arm_visited,arm_8,1021.55,15.98333333
2870,RadialMaze_2023-02-09_ARe_Mailo_S1,1038.916667,62335,,,Mailo,visited_bucket,bucket_visited,1021.55,17.36666667
2871,RadialMaze_2023-02-09_ARe_Mailo_S1,1043.3,62598,,,Mailo,arm_visited,arm_7,1021.55,21.75
2872,RadialMaze_2023-02-09_ARe_Mailo_S1,1044.266667,62656,,,Mailo,visited_bucket,bucket_visited,1021.55,22.71666667
2873,RadialMaze_2023-02-09_ARe_Mailo_S1,1048.5,62910,,,Mailo,arm_visited,arm_6,1021.55,26.95
2874,RadialMaze_2023-02-09_ARe_Mailo_S1,1049.95,62997,,,Mailo,visited_bucket,bucket_visited,1021.55,28.4
2875,RadialMaze_2023-02-09_ARe_Mailo_S1,1053.916667,63235,,,Mailo,arm_visited,arm_5,1021.55,32.36666667
2876,RadialMaze_2023-02-09_ARe_Mailo_S1,1055.366667,63322,,,Mailo,visited_bucket,bucket_visited,1021.55,33.81666667
2877,RadialMaze_2023-02-09_ARe_Mailo_S1,1061.25,63675,,,Mailo,arm_visited,arm_3,1021.55,39.7
2878,RadialMaze_2023-02-09_ARe_Mailo_S1,1062.75,63765,,,Mailo,visited_bucket,bucket_visited,1021.55,41.2
2879,RadialMaze_2023-02-09_ARe_Mailo_S1,1068.083333,64085,,,Mailo,arm_visited,arm_2,1021.55,46.53333333
2880,RadialMaze_2023-02-09_ARe_Mailo_S1,1069.55,64173,,,Mailo,visited_bucket,bucket_visited,1021.55,48
2881,RadialMaze_2023-02-09_ARe_Mailo_S1,1077.283333,64637,,,Mailo,arm_visited,arm_1,1021.55,55.73333333
2882,RadialMaze_2023-02-09_ARe_Mailo_S1,1078.75,64725,,,Mailo,visited_bucket,bucket_visited,1021.55,57.2
2883,RadialMaze_2023-02-09_ARe_Mailo_S1,1082.65,64959,,,Mailo,arm_visited,arm_8,1021.55,61.1
2884,RadialMaze_2023-02-09_ARe_Mailo_S1,1083.8,65028,,,Mailo,visited_bucket,bucket_visited,1021.55,62.25
2885,RadialMaze_2023-02-09_ARe_Mailo_S1,1159.416667,69565,1218.8,73128,Mailo,trial,6,1159.416667,0
2886,RadialMaze_2023-02-09_ARe_Mailo_S1,1165.5,69930,,,Mailo,Unleashed,unleashed,1159.416667,6.083333333
2887,RadialMaze_2023-02-09_ARe_Mailo_S1,1169.066667,70144,,,Mailo,arm_visited,arm_1,1159.416667,9.65
2888,RadialMaze_2023-02-09_ARe_Mailo_S1,1170.116667,70207,,,Mailo,visited_bucket,bucket_visited,1159.416667,10.7
2889,RadialMaze_2023-02-09_ARe_Mailo_S1,1174.233333,70454,,,Mailo,arm_visited,arm_8,1159.416667,14.81666667
2890,RadialMaze_2023-02-09_ARe_Mailo_S1,1176.033333,70562,,,Mailo,visited_bucket,bucket_visited,1159.416667,16.61666667
2891,RadialMaze_2023-02-09_ARe_Mailo_S1,1179.55,70773,,,Mailo,arm_visited,arm_7,1159.416667,20.13333333
2892,RadialMaze_2023-02-09_ARe_Mailo_S1,1181.216667,70873,,,Mailo,visited_bucket,bucket_visited,1159.416667,21.8
2893,RadialMaze_2023-02-09_ARe_Mailo_S1,1185.1,71106,,,Mailo,arm_visited,arm_6,1159.416667,25.68333333
2894,RadialMaze_2023-02-09_ARe_Mailo_S1,1185.716667,71143,,,Mailo,visited_bucket,bucket_visited,1159.416667,26.3
2895,RadialMaze_2023-02-09_ARe_Mailo_S1,1190.7,71442,,,Mailo,arm_visited,arm_5,1159.416667,31.28333333
2896,RadialMaze_2023-02-09_ARe_Mailo_S1,1192.333333,71540,,,Mailo,visited_bucket,bucket_visited,1159.416667,32.91666667
2897,RadialMaze_2023-02-09_ARe_Mailo_S1,1194.716667,71683,,,Mailo,arm_visited,arm_3,1159.416667,35.3
2898,RadialMaze_2023-02-09_ARe_Mailo_S1,1197.883333,71873,,,Mailo,visited_bucket,bucket_visited,1159.416667,38.46666667
2899,RadialMaze_2023-02-09_ARe_Mailo_S1,1202.183333,72131,,,Mailo,arm_visited,arm_2,1159.416667,42.76666667
2900,RadialMaze_2023-02-09_ARe_Mailo_S1,1203.316667,72199,,,Mailo,visited_bucket,bucket_visited,1159.416667,43.9
2901,RadialMaze_2023-02-09_ARe_Mailo_S1,1209,72540,,,Mailo,arm_visited,arm_1,1159.416667,49.58333333
2902,RadialMaze_2023-02-09_ARe_Mailo_S1,1210.683333,72641,,,Mailo,visited_bucket,bucket_visited,1159.416667,51.26666667
2903,RadialMaze_2023-02-09_ARe_Mailo_S1,1215.633333,72938,,,Mailo,arm_visited,arm_8,1159.416667,56.21666667
2904,RadialMaze_2023-02-09_ARe_Mailo_S1,1216.85,73011,,,Mailo,visited_bucket,bucket_visited,1159.416667,57.43333333
2905,RadialMaze_2023-01-31_ARe_Hero_S1,299.5,17970,515.7333333,30944,Hero,trial,1,299.5,0
2906,RadialMaze_2023-01-31_ARe_Hero_S1,313.2833333,18797,,,Hero,Unleashed,unleashed,299.5,13.78333333
2907,RadialMaze_2023-01-31_ARe_Hero_S1,314.5833333,18875,,,Hero,arm_visited,arm_2,299.5,15.08333333
2908,RadialMaze_2023-01-31_ARe_Hero_S1,316.65,18999,,,Hero,visited_bucket,bucket_visited,299.5,17.15
2909,RadialMaze_2023-01-31_ARe_Hero_S1,331.1,19866,,,Hero,visited_bucket,bucket_visited,299.5,31.6
2910,RadialMaze_2023-01-31_ARe_Hero_S1,337.35,20241,,,Hero,visited_bucket,bucket_visited,299.5,37.85
2911,RadialMaze_2023-01-31_ARe_Hero_S1,348.5166667,20911,,,Hero,arm_visited,arm_8,299.5,49.01666667
2912,RadialMaze_2023-01-31_ARe_Hero_S1,350.3666667,21022,,,Hero,visited_bucket,bucket_visited,299.5,50.86666667
2913,RadialMaze_2023-01-31_ARe_Hero_S1,361.4333333,21686,,,Hero,visited_bucket,bucket_visited,299.5,61.93333333
2914,RadialMaze_2023-01-31_ARe_Hero_S1,368.6333333,22118,,,Hero,visited_bucket,bucket_visited,299.5,69.13333333
2915,RadialMaze_2023-01-31_ARe_Hero_S1,376.7833333,22607,,,Hero,arm_visited,arm_1,299.5,77.28333333
2916,RadialMaze_2023-01-31_ARe_Hero_S1,378.5333333,22712,,,Hero,visited_bucket,bucket_visited,299.5,79.03333333
2917,RadialMaze_2023-01-31_ARe_Hero_S1,396.6833333,23801,,,Hero,visited_bucket,bucket_visited,299.5,97.18333333
2918,RadialMaze_2023-01-31_ARe_Hero_S1,404.9666667,24298,,,Hero,visited_bucket,bucket_visited,299.5,105.4666667
2919,RadialMaze_2023-01-31_ARe_Hero_S1,414.0666667,24844,,,Hero,arm_visited,arm_2,299.5,114.5666667
2920,RadialMaze_2023-01-31_ARe_Hero_S1,415.9166667,24955,,,Hero,visited_bucket,bucket_visited,299.5,116.4166667
2921,RadialMaze_2023-01-31_ARe_Hero_S1,433.8666667,26032,,,Hero,arm_visited,arm_3,299.5,134.3666667
2922,RadialMaze_2023-01-31_ARe_Hero_S1,435.7333333,26144,,,Hero,visited_bucket,bucket_visited,299.5,136.2333333
2923,RadialMaze_2023-01-31_ARe_Hero_S1,451.15,27069,,,Hero,visited_bucket,bucket_visited,299.5,151.65
2924,RadialMaze_2023-01-31_ARe_Hero_S1,459.15,27549,,,Hero,visited_bucket,bucket_visited,299.5,159.65
2925,RadialMaze_2023-01-31_ARe_Hero_S1,475.4,28524,,,Hero,visited_bucket,bucket_visited,299.5,175.9
2926,RadialMaze_2023-01-31_ARe_Hero_S1,476.2,28572,,,Hero,visited_bucket,bucket_visited,299.5,176.7
2927,RadialMaze_2023-01-31_ARe_Hero_S1,479.0666667,28744,,,Hero,arm_visited,arm_4,299.5,179.5666667
2928,RadialMaze_2023-01-31_ARe_Hero_S1,480.9666667,28858,,,Hero,visited_bucket,bucket_visited,299.5,181.4666667
2929,RadialMaze_2023-01-31_ARe_Hero_S1,490.9,29454,,,Hero,arm_visited,arm_5,299.5,191.4
2930,RadialMaze_2023-01-31_ARe_Hero_S1,492.5666667,29554,,,Hero,visited_bucket,bucket_visited,299.5,193.0666667
2931,RadialMaze_2023-01-31_ARe_Hero_S1,499.85,29991,,,Hero,visited_bucket,bucket_visited,299.5,200.35
2932,RadialMaze_2023-01-31_ARe_Hero_S1,506.5833333,30395,,,Hero,arm_visited,arm_7,299.5,207.0833333
2933,RadialMaze_2023-01-31_ARe_Hero_S1,508.6166667,30517,,,Hero,visited_bucket,bucket_visited,299.5,209.1166667
2934,RadialMaze_2023-01-31_ARe_Hero_S1,515.15,30909,,,Hero,visited_bucket,bucket_visited,299.5,215.65
2935,RadialMaze_2023-01-31_ARe_Hero_S1,606.3833333,36383,686.2,41172,Hero,trial,2,606.3833333,0
2936,RadialMaze_2023-01-31_ARe_Hero_S1,617.35,37041,,,Hero,Unleashed,unleashed,606.3833333,10.96666667
2937,RadialMaze_2023-01-31_ARe_Hero_S1,618.1333333,37088,,,Hero,arm_visited,arm_2,606.3833333,11.75
2938,RadialMaze_2023-01-31_ARe_Hero_S1,619.5666667,37174,,,Hero,visited_bucket,bucket_visited,606.3833333,13.18333333
2939,RadialMaze_2023-01-31_ARe_Hero_S1,624.7666667,37486,,,Hero,arm_visited,arm_3,606.3833333,18.38333333
2940,RadialMaze_2023-01-31_ARe_Hero_S1,626.2,37572,,,Hero,visited_bucket,bucket_visited,606.3833333,19.81666667
2941,RadialMaze_2023-01-31_ARe_Hero_S1,630.95,37857,,,Hero,arm_visited,arm_4,606.3833333,24.56666667
2942,RadialMaze_2023-01-31_ARe_Hero_S1,632.35,37941,,,Hero,visited_bucket,bucket_visited,606.3833333,25.96666667
2943,RadialMaze_2023-01-31_ARe_Hero_S1,638.1166667,38287,,,Hero,arm_visited,arm_5,606.3833333,31.73333333
2944,RadialMaze_2023-01-31_ARe_Hero_S1,639.9666667,38398,,,Hero,visited_bucket,bucket_visited,606.3833333,33.58333333
2945,RadialMaze_2023-01-31_ARe_Hero_S1,645.1333333,38708,,,Hero,arm_visited,arm_6,606.3833333,38.75
2946,RadialMaze_2023-01-31_ARe_Hero_S1,646.7333333,38804,,,Hero,visited_bucket,bucket_visited,606.3833333,40.35
2947,RadialMaze_2023-01-31_ARe_Hero_S1,654.5333333,39272,,,Hero,arm_visited,arm_7,606.3833333,48.15
2948,RadialMaze_2023-01-31_ARe_Hero_S1,655.95,39357,,,Hero,visited_bucket,bucket_visited,606.3833333,49.56666667
2949,RadialMaze_2023-01-31_ARe_Hero_S1,661.6666667,39700,,,Hero,visited_bucket,bucket_visited,606.3833333,55.28333333
2950,RadialMaze_2023-01-31_ARe_Hero_S1,665.5666667,39934,,,Hero,arm_visited,arm_8,606.3833333,59.18333333
2951,RadialMaze_2023-01-31_ARe_Hero_S1,666.8166667,40009,,,Hero,visited_bucket,bucket_visited,606.3833333,60.43333333
2952,RadialMaze_2023-01-31_ARe_Hero_S1,672.25,40335,,,Hero,visited_bucket,bucket_visited,606.3833333,65.86666667
2953,RadialMaze_2023-01-31_ARe_Hero_S1,677.0666667,40624,,,Hero,arm_visited,arm_1,606.3833333,70.68333333
2954,RadialMaze_2023-01-31_ARe_Hero_S1,678.9,40734,,,Hero,visited_bucket,bucket_visited,606.3833333,72.51666667
2955,RadialMaze_2023-01-31_ARe_Hero_S1,682.7,40962,,,Hero,visited_bucket,bucket_visited,606.3833333,76.31666667
2956,RadialMaze_2023-01-31_ARe_Hero_S1,764.5666667,45874,846.2,50772,Hero,trial,3,764.5666667,0
2957,RadialMaze_2023-01-31_ARe_Hero_S1,773.4833333,46409,,,Hero,Unleashed,unleashed,764.5666667,8.916666667
2958,RadialMaze_2023-01-31_ARe_Hero_S1,775.4333333,46526,,,Hero,arm_visited,arm_3,764.5666667,10.86666667
2959,RadialMaze_2023-01-31_ARe_Hero_S1,776.8833333,46613,,,Hero,visited_bucket,bucket_visited,764.5666667,12.31666667
2960,RadialMaze_2023-01-31_ARe_Hero_S1,781.35,46881,,,Hero,arm_visited,arm_4,764.5666667,16.78333333
2961,RadialMaze_2023-01-31_ARe_Hero_S1,783.1166667,46987,,,Hero,visited_bucket,bucket_visited,764.5666667,18.55
2962,RadialMaze_2023-01-31_ARe_Hero_S1,788.7833333,47327,,,Hero,arm_visited,arm_5,764.5666667,24.21666667
2963,RadialMaze_2023-01-31_ARe_Hero_S1,790.3,47418,,,Hero,visited_bucket,bucket_visited,764.5666667,25.73333333
2964,RadialMaze_2023-01-31_ARe_Hero_S1,795.2,47712,,,Hero,arm_visited,arm_6,764.5666667,30.63333333
2965,RadialMaze_2023-01-31_ARe_Hero_S1,797.25,47835,,,Hero,visited_bucket,bucket_visited,764.5666667,32.68333333
2966,RadialMaze_2023-01-31_ARe_Hero_S1,803.5,48210,,,Hero,visited_bucket,bucket_visited,764.5666667,38.93333333
2967,RadialMaze_2023-01-31_ARe_Hero_S1,810,48600,,,Hero,arm_visited,arm_8,764.5666667,45.43333333
2968,RadialMaze_2023-01-31_ARe_Hero_S1,811.4,48684,,,Hero,visited_bucket,bucket_visited,764.5666667,46.83333333
2969,RadialMaze_2023-01-31_ARe_Hero_S1,816.8833333,49013,,,Hero,arm_visited,arm_1,764.5666667,52.31666667
2970,RadialMaze_2023-01-31_ARe_Hero_S1,818.1333333,49088,,,Hero,visited_bucket,bucket_visited,764.5666667,53.56666667
2971,RadialMaze_2023-01-31_ARe_Hero_S1,827.2166667,49633,,,Hero,arm_visited,arm_2,764.5666667,62.65
2972,RadialMaze_2023-01-31_ARe_Hero_S1,828.95,49737,,,Hero,visited_bucket,bucket_visited,764.5666667,64.38333333
2973,RadialMaze_2023-01-31_ARe_Hero_S1,836.1,50166,,,Hero,arm_visited,arm_3,764.5666667,71.53333333
2974,RadialMaze_2023-01-31_ARe_Hero_S1,838.2,50292,,,Hero,visited_bucket,bucket_visited,764.5666667,73.63333333
2975,RadialMaze_2023-01-31_ARe_Hero_S1,843.15,50589,,,Hero,arm_visited,arm_4,764.5666667,78.58333333
2976,RadialMaze_2023-01-31_ARe_Hero_S1,844.8666667,50692,,,Hero,visited_bucket,bucket_visited,764.5666667,80.3
2977,RadialMaze_2023-01-31_ARe_Hero_S1,1014.016667,60841,1094.416667,65665,Hero,trial,4,1014.016667,0
2978,RadialMaze_2023-01-31_ARe_Hero_S1,1019.483333,61169,,,Hero,forced_choice ,arm_4,1014.016667,5.466666667
2979,RadialMaze_2023-01-31_ARe_Hero_S1,1029,61740,,,Hero,forced_choice ,arm_2,1014.016667,14.98333333
2980,RadialMaze_2023-01-31_ARe_Hero_S1,1040.916667,62455,,,Hero,Unleashed,unleashed,1014.016667,26.9
2981,RadialMaze_2023-01-31_ARe_Hero_S1,1042.566667,62554,,,Hero,arm_visited,arm_6,1014.016667,28.55
2982,RadialMaze_2023-01-31_ARe_Hero_S1,1043.983333,62639,,,Hero,visited_bucket,bucket_visited,1014.016667,29.96666667
2983,RadialMaze_2023-01-31_ARe_Hero_S1,1049.166667,62950,,,Hero,arm_visited,arm_7,1014.016667,35.15
2984,RadialMaze_2023-01-31_ARe_Hero_S1,1050.883333,63053,,,Hero,visited_bucket,bucket_visited,1014.016667,36.86666667
2985,RadialMaze_2023-01-31_ARe_Hero_S1,1054.916667,63295,,,Hero,visited_bucket,bucket_visited,1014.016667,40.9
2986,RadialMaze_2023-01-31_ARe_Hero_S1,1058.05,63483,,,Hero,arm_visited,arm_8,1014.016667,44.03333333
2987,RadialMaze_2023-01-31_ARe_Hero_S1,1059.816667,63589,,,Hero,visited_bucket,bucket_visited,1014.016667,45.8
2988,RadialMaze_2023-01-31_ARe_Hero_S1,1071.9,64314,,,Hero,arm_visited,arm_1,1014.016667,57.88333333
2989,RadialMaze_2023-01-31_ARe_Hero_S1,1073.366667,64402,,,Hero,visited_bucket,bucket_visited,1014.016667,59.35
2990,RadialMaze_2023-01-31_ARe_Hero_S1,1079.883333,64793,,,Hero,arm_visited,arm_2,1014.016667,65.86666667
2991,RadialMaze_2023-01-31_ARe_Hero_S1,1081.4,64884,,,Hero,visited_bucket,bucket_visited,1014.016667,67.38333333
2992,RadialMaze_2023-01-31_ARe_Hero_S1,1086.283333,65177,,,Hero,arm_visited,arm_3,1014.016667,72.26666667
2993,RadialMaze_2023-01-31_ARe_Hero_S1,1087.25,65235,,,Hero,visited_bucket,bucket_visited,1014.016667,73.23333333
2994,RadialMaze_2023-01-31_ARe_Hero_S1,1178.95,70737,1261.233333,75674,Hero,trial,5,1178.95,0
2995,RadialMaze_2023-01-31_ARe_Hero_S1,1182.85,70971,,,Hero,forced_choice ,arm_5,1178.95,3.9
2996,RadialMaze_2023-01-31_ARe_Hero_S1,1195.716667,71743,,,Hero,forced_choice ,arm_1,1178.95,16.76666667
2997,RadialMaze_2023-01-31_ARe_Hero_S1,1208.7,72522,,,Hero,Unleashed,unleashed,1178.95,29.75
2998,RadialMaze_2023-01-31_ARe_Hero_S1,1210.133333,72608,,,Hero,arm_visited,arm_5,1178.95,31.18333333
2999,RadialMaze_2023-01-31_ARe_Hero_S1,1211.233333,72674,,,Hero,visited_bucket,bucket_visited,1178.95,32.28333333
3000,RadialMaze_2023-01-31_ARe_Hero_S1,1215.916667,72955,,,Hero,arm_visited,arm_6,1178.95,36.96666667
3001,RadialMaze_2023-01-31_ARe_Hero_S1,1217.15,73029,,,Hero,visited_bucket,bucket_visited,1178.95,38.2
3002,RadialMaze_2023-01-31_ARe_Hero_S1,1222.466667,73348,,,Hero,arm_visited,arm_7,1178.95,43.51666667
3003,RadialMaze_2023-01-31_ARe_Hero_S1,1224.333333,73460,,,Hero,visited_bucket,bucket_visited,1178.95,45.38333333
3004,RadialMaze_2023-01-31_ARe_Hero_S1,1230.416667,73825,,,Hero,visited_bucket,bucket_visited,1178.95,51.46666667
3005,RadialMaze_2023-01-31_ARe_Hero_S1,1235.266667,74116,,,Hero,arm_visited,arm_8,1178.95,56.31666667
3006,RadialMaze_2023-01-31_ARe_Hero_S1,1236.683333,74201,,,Hero,visited_bucket,bucket_visited,1178.95,57.73333333
3007,RadialMaze_2023-01-31_ARe_Hero_S1,1242.283333,74537,,,Hero,arm_visited,arm_2,1178.95,63.33333333
3008,RadialMaze_2023-01-31_ARe_Hero_S1,1242.866667,74572,,,Hero,visited_bucket,bucket_visited,1178.95,63.91666667
3009,RadialMaze_2023-01-31_ARe_Hero_S1,1252.216667,75133,,,Hero,visited_bucket,bucket_visited,1178.95,73.26666667
3010,RadialMaze_2023-01-31_ARe_Hero_S1,1254.016667,75241,,,Hero,arm_visited,arm_3,1178.95,75.06666667
3011,RadialMaze_2023-01-31_ARe_Hero_S1,1256.666667,75400,,,Hero,visited_bucket,bucket_visited,1178.95,77.71666667
3012,RadialMaze_2023-01-31_ARe_Hero_S1,1343.083333,80585,1423.1,85386,Hero,trial,6,1343.083333,0
3013,RadialMaze_2023-01-31_ARe_Hero_S1,1349.483333,80969,,,Hero,forced_choice ,arm_3,1343.083333,6.4
3014,RadialMaze_2023-01-31_ARe_Hero_S1,1361.366667,81682,,,Hero,forced_choice ,arm_7,1343.083333,18.28333333
3015,RadialMaze_2023-01-31_ARe_Hero_S1,1374.266667,82456,,,Hero,Unleashed,unleashed,1343.083333,31.18333333
3016,RadialMaze_2023-01-31_ARe_Hero_S1,1375.45,82527,,,Hero,arm_visited,arm_4,1343.083333,32.36666667
3017,RadialMaze_2023-01-31_ARe_Hero_S1,1376.383333,82583,,,Hero,visited_bucket,bucket_visited,1343.083333,33.3
3018,RadialMaze_2023-01-31_ARe_Hero_S1,1381.6,82896,,,Hero,arm_visited,arm_5,1343.083333,38.51666667
3019,RadialMaze_2023-01-31_ARe_Hero_S1,1384.6,83076,,,Hero,visited_bucket,bucket_visited,1343.083333,41.51666667
3020,RadialMaze_2023-01-31_ARe_Hero_S1,1390.233333,83414,,,Hero,arm_visited,arm_6,1343.083333,47.15
3021,RadialMaze_2023-01-31_ARe_Hero_S1,1392.116667,83527,,,Hero,visited_bucket,bucket_visited,1343.083333,49.03333333
3022,RadialMaze_2023-01-31_ARe_Hero_S1,1398.783333,83927,,,Hero,arm_visited,arm_8,1343.083333,55.7
3023,RadialMaze_2023-01-31_ARe_Hero_S1,1400.15,84009,,,Hero,visited_bucket,bucket_visited,1343.083333,57.06666667
3024,RadialMaze_2023-01-31_ARe_Hero_S1,1406.316667,84379,,,Hero,arm_visited,arm_1,1343.083333,63.23333333
3025,RadialMaze_2023-01-31_ARe_Hero_S1,1407.25,84435,,,Hero,visited_bucket,bucket_visited,1343.083333,64.16666667
3026,RadialMaze_2023-01-31_ARe_Hero_S1,1412.85,84771,,,Hero,visited_bucket,bucket_visited,1343.083333,69.76666667
3027,RadialMaze_2023-01-31_ARe_Hero_S1,1415.783333,84947,,,Hero,arm_visited,arm_2,1343.083333,72.7
3028,RadialMaze_2023-01-31_ARe_Hero_S1,1418.1,85086,,,Hero,visited_bucket,bucket_visited,1343.083333,75.01666667
3029,RadialMaze_2023-02-17_ARe_Lea2_S1,385.9333333,23156,501.2166667,30073,Lea3,trial,1,385.9333333,0
3030,RadialMaze_2023-02-17_ARe_Lea2_S1,396.8666667,23812,,,Lea3,forced_choice ,arm_4,385.9333333,10.93333333
3031,RadialMaze_2023-02-17_ARe_Lea2_S1,417.3666667,25042,,,Lea3,forced_choice ,arm_2,385.9333333,31.43333333
3032,RadialMaze_2023-02-17_ARe_Lea2_S1,429,25740,,,Lea3,Unleashed,unleashed,385.9333333,43.06666667
3033,RadialMaze_2023-02-17_ARe_Lea2_S1,432.3833333,25943,,,Lea3,arm_visited,arm_3,385.9333333,46.45
3034,RadialMaze_2023-02-17_ARe_Lea2_S1,433.7166667,26023,,,Lea3,visited_bucket,bucket_visited,385.9333333,47.78333333
